15:36:10.656 INFO  o.cornutum.tcases.ReducerCommand - Tcases 4.0.3 (2024-01-19)
15:36:10.815 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Extended 0 base failure test cases
15:36:10.817 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Created 4 failure test cases
15:36:10.817 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Completed 9 test cases
15:36:10.819 INFO  org.cornutum.tcases.Reducer - [find] Round 1: after 2 samples, reached 9 test cases with seed=9020125845780983808
15:36:10.819 INFO  org.cornutum.tcases.Reducer - [find] Round 2: starting next 10 samples
15:36:10.819 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Preparing constraint info
15:36:10.819 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Generating test cases
15:36:10.819 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Extended 0 valid base test cases
15:36:10.825 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Created 5 valid test cases
15:36:10.825 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Extended 0 base failure test cases
15:36:10.827 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Created 4 failure test cases
15:36:10.827 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Completed 9 test cases
15:36:10.828 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Preparing constraint info
15:36:10.828 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Generating test cases
15:36:10.828 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Extended 0 valid base test cases
15:36:10.834 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Created 6 valid test cases
15:36:10.834 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Extended 0 base failure test cases
15:36:10.836 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Created 4 failure test cases
15:36:10.836 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Completed 10 test cases
15:36:10.837 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Preparing constraint info
15:36:10.837 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Generating test cases
15:36:10.837 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Extended 0 valid base test cases
15:36:10.842 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Created 5 valid test cases
15:36:10.842 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Extended 0 base failure test cases
15:36:10.844 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Created 4 failure test cases
15:36:10.844 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Completed 9 test cases
15:36:10.845 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Preparing constraint info
15:36:10.845 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Generating test cases
15:36:10.845 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Extended 0 valid base test cases
15:36:10.850 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Created 7 valid test cases
15:36:10.850 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Extended 0 base failure test cases
15:36:10.852 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Created 4 failure test cases
15:36:10.852 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Completed 11 test cases
15:36:10.853 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Preparing constraint info
15:36:10.853 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Generating test cases
15:36:10.853 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Extended 0 valid base test cases
15:36:10.858 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Created 6 valid test cases
15:36:10.858 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Extended 0 base failure test cases
15:36:10.859 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Created 4 failure test cases
15:36:10.859 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Completed 10 test cases
15:36:10.860 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Preparing constraint info
15:36:10.860 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Generating test cases
15:36:10.860 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Extended 0 valid base test cases
15:36:10.864 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Created 6 valid test cases
15:36:10.864 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Extended 0 base failure test cases
15:36:10.865 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Created 4 failure test cases
15:36:10.865 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Completed 10 test cases
15:36:10.866 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Preparing constraint info
15:36:10.866 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Generating test cases
15:36:10.866 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Extended 0 valid base test cases
15:36:10.870 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Created 6 valid test cases
15:36:10.870 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Extended 0 base failure test cases
15:36:10.871 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Created 4 failure test cases
15:36:10.871 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Completed 10 test cases
15:36:10.872 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Preparing constraint info
15:36:10.872 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Generating test cases
15:36:10.872 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Extended 0 valid base test cases
15:36:10.876 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Created 5 valid test cases
15:36:10.876 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Extended 0 base failure test cases
15:36:10.877 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Created 4 failure test cases
15:36:10.877 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Completed 9 test cases
15:36:10.877 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Preparing constraint info
15:36:10.877 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Generating test cases
15:36:10.877 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Extended 0 valid base test cases
15:36:10.882 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Created 7 valid test cases
15:36:10.882 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Extended 0 base failure test cases
15:36:10.884 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Created 4 failure test cases
15:36:10.884 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Completed 11 test cases
15:36:10.885 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Preparing constraint info
15:36:10.885 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Generating test cases
15:36:10.885 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Extended 0 valid base test cases
15:36:10.889 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Created 6 valid test cases
15:36:10.889 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Extended 0 base failure test cases
15:36:10.890 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Created 4 failure test cases
15:36:10.890 INFO  o.c.t.generator.TupleGenerator - FunctionInputDef[find]: Completed 10 test cases
15:36:10.890 INFO  org.cornutum.tcases.Reducer - [find] Round 2: after 10 samples, terminating with 9 test cases
15:36:10.890 INFO  org.cornutum.tcases.Reducer - [find] Reduced to 9 test cases with seed=9020125845780983808 -- updating generator definition
